x,y,z
113.8799550843863,239.6868417996734,a
94.95846645436136,186.87487201133098,a
137.7814264227721,240.13357376362728,a
59.10408013065068,231.99243514649703,a
104.77156815891597,210.7870005988019,a
86.9175116994152,163.27916358180028,a
101.49102722488873,216.83722443732455,a
84.71740131631651,190.83310658506633,a
96.28815245131851,204.7065931187983,a
60.88285833817581,152.93240845878154,a
46.325057432438385,194.4327485974863,a
107.12621735857448,166.2771604206897,a
37.88577791569673,121.67931430661076,a
77.7069493460474,199.46151879134987,a
100.43791063291732,251.89430231702573,a
74.9759980939462,165.70249519128635,a
78.67892730273168,194.40457514255223,a
111.7564339120206,196.1479319073972,a
66.21894026588117,235.30261210188297,a
111.3475529702374,232.55179973268173,a
147.63626193845994,216.3508166781371,a
79.56522787296399,213.36740726368777,a
143.48071915465152,185.79959277731126,a
113.04494970410074,123.11034292649464,a
61.53981867527858,140.2304101210475,a
72.89279910501912,116.16076178712228,a
84.28213713963042,121.96669363148857,a
139.06281684623187,84.43243262304719,a
141.26747865601783,145.19425800690362,a
119.24888478525914,96.28157835515964,a
83.85727916507976,96.61993131215797,a
90.34187650388174,165.1684338460651,a
116.93663940910591,158.52463953719905,a
102.35228313009786,84.22094697435921,a
136.55386313845844,114.5299213566413,a
128.06250256289442,81.63183797012937,a
126.60349846240895,129.43956820182325,a
144.69130416523555,102.04064360999331,a
129.34016192900518,105.75995301038637,a
159.6549892483668,133.7428388198323,a
100.93325561998316,68.50620788774961,a
177.90845635125496,60.31764494985788,a
141.21867215677645,90.1054698497797,a
135.65232498009453,81.63728968607637,a
191.99742310462986,44.296493045418686,a
166.78332184480752,44.47927059788458,a
152.00195722264078,49.78217098631609,a
215.06836934154063,85.2810737847978,a
187.21769680877387,39.17867398716891,a
180.63895652288298,52.516504332393424,a
197.43739938081038,98.46660572940459,a
211.64810859589952,54.9436315575839,a
225.6677686369543,1.7120557338192839,a
229.4688452348617,25.71951135981641,a
198.94473248301688,54.616232705748985,a
172.20289685817426,35.015105088153234,a
185.5720644810599,30.24195279732487,a
179.75948673517559,44.67726321917485,a
234.414260709472,94.780596575412,a
209.241358247895,18.775018694840696,a
116.57669996340546,81.16568668918336,a
173.91471483715506,26.10072726832675,a
129.95076868956903,68.35325761355273,a
151.02786535942872,61.45144890427247,a
171.7538279864247,111.9738215661207,a
103.99175961594804,76.73454844307105,a
159.0613002571441,132.82417742592742,a
109.55921818638102,120.56187388787464,a
162.1830514942528,114.6936934553546,a
148.52902799733943,76.22701214742193,a
102.81975465624899,138.6811791713078,a
108.6852712070046,88.34810721257156,a
81.93739591764862,112.43205249650498,a
141.79081411913404,156.61053850849055,a
131.67224283328397,132.99663786889937,a
99.23046163254635,127.97598425081708,a
108.3670347471724,162.50589401952038,a
103.95435212748434,119.28887520699107,a
102.88777732490041,143.01596273428305,a
98.27633056498132,175.54773276137058,a
150.15536388286623,146.76291701890005,a
115.47189431359013,123.45428356833173,a
150.3930257756103,158.16729102809944,a
139.63421807849053,123.0836461974643,a
194.77483977233658,105.63501929905027,a
139.2063348108511,122.62071857762203,a
154.226624059413,100.2562023952537,a
156.81355312116574,138.68018554935918,a
217.9209709447867,83.6309004394924,a
159.48120251683406,53.99614942411472,a
206.15534987704163,58.45548095231345,a
149.49034738817565,45.80699864077491,a
251.10634015857477,71.09631203021343,a
197.7026228208185,76.41737125034831,a
236.66189895590497,37.44410373947869,a
262.1322146887852,57.55533030098371,a
243.1159828243833,54.13354824294686,a
278.32037218008224,95.7879472790533,a
261.275170733274,72.509346303906,a
279.62534727621914,-11.060781137152503,a
279.1594040613303,46.87636311053893,a
247.55115340820734,64.57457875821876,a
269.5133852225934,67.29534943362722,a
298.0258147102045,-8.095514686794331,a
254.81335937083978,11.567995815013717,a
291.08334207993465,26.71495476390311,a
292.1724878159558,47.46079353450364,a
276.08467508771986,59.26210766624712,a
320.96096788518753,32.56296643626905,a
326.52286946617994,45.54205739285641,a
305.4159012642484,53.90128196456976,a
326.94996394354837,31.609788586437162,a
307.30978055782674,82.16981831907924,a
336.9521293208682,16.88583687504382,a
331.5631234570987,64.65509335781104,a
357.9262976889493,39.81711893244949,a
341.2263446755637,53.20750051334386,a
373.4937686210322,-10.25003744872248,a
372.6943650063749,-1.1399989517700533,a
375.4915652477356,37.944361546314326,a
402.9481796258472,19.824400813753414,a
349.549754258971,9.452725597168751,a
385.10925278182776,58.26422152416296,a
402.55386252663664,51.9919489507638,a
397.0973418528024,31.125453156594915,a
385.92056900404043,41.71766169784962,a
380.68388711766755,43.77666254447735,a
377.64669750234276,79.24162138774517,a
418.64470743713,109.90420264315094,a
404.95858243675735,56.606508530030055,a
455.63884214559755,63.64633506749982,a
474.43086256541346,53.00903893694277,a
464.68568724098037,48.29257184096252,a
500.12864674249624,93.26432236961728,a
447.64540021914803,73.70757098452202,a
445.44341647033576,35.59744954828125,a
472.8852168413031,7.418940218647208,a
419.9295151091852,66.7181002576616,a
450.5082215985199,37.2521697256517,a
411.0264733338829,33.80859225911746,a
383.6507362749045,69.56025195147254,a
402.0710522686779,54.56558338612467,a
372.2554015888893,73.5326825109372,a
427.1299770674917,46.29194955249545,a
295.5376580337572,22.67655753361828,a
337.49743718833986,16.13614510643731,a
275.37627451267747,40.36063689594363,a
291.0827650263042,1.7591824539331924,a
243.53297366467064,-17.74265243665991,a
241.23249109266783,95.65830096232315,a
275.140750756958,24.72652861761395,a
223.25627797632197,32.1562010667825,a
242.7649681599385,12.401770381046617,a
215.093790426448,-3.4312400087915194,a
135.55093372395018,43.530783319606826,a
191.86906091529687,67.58397123430677,a
225.048744387191,36.88245500586294,a
170.9338040830519,66.50455203215557,a
173.5798709186188,43.12827046513621,a
207.29424706167683,48.47990262029015,a
206.66217676751148,51.96812998088933,a
169.5292062378929,87.81591252693022,a
190.9176502486247,44.88655583390954,a
257.013935734777,35.4095566659127,a
211.03073837065932,31.580285843681793,a
227.6473607009686,18.908381673231872,a
255.5273332319875,70.20651810527306,a
287.25088340005186,27.65605073412337,a
241.40864442045998,78.63573147278481,a
266.0874870734888,13.111278480580268,a
295.7453427268146,53.03412018315248,a
292.3715127138165,76.59289140382191,a
324.15354836801254,54.22510927243445,a
348.9991427313604,59.760224352168564,a
346.98707122185294,93.16528122854368,a
333.6408324724895,39.956125040899735,a
351.3252673451913,40.00478589957788,a
385.5455520279549,69.5181076823568,a
351.73078259427564,112.3994913695613,a
417.9121614814737,62.501030136447184,a
404.32485955148775,73.38611635749396,a
410.91571952620836,103.72544887455348,a
416.98717431550233,75.20059923623484,a
458.01824550670267,96.46232694314801,a
477.0799170002558,101.54080279550612,a
459.6086907470833,62.185141529576015,a
466.8585604676218,102.04427670505731,a
441.1304752001716,62.055473513043864,a
457.18033459170334,89.28054627994163,a
477.34220707123296,126.05428777271447,a
430.4738409964788,101.8732698656874,a
392.6731261668166,70.07688956772444,a
445.83669583125646,67.95034749878471,a
413.3082096955873,50.14748273922913,a
375.57928662608805,98.89458668925374,a
389.84968915618674,46.312133531022596,a
406.31868832172773,66.25426519504015,a
396.7210338932886,92.32233702025985,a
376.67924910048873,47.3725764786106,a
384.266432520221,107.41355858965483,a
367.0480575983094,107.38732988427427,a
346.4019127051836,44.84463771567306,a
340.3046481630215,99.49451653922205,a
343.32932479371834,31.214369492147625,a
292.5537255343872,118.36608655906741,a
352.2463001577005,108.47709889462084,a
323.55386196817693,45.02424712496082,a
327.6621439435114,88.29693412399502,a
368.4339844074629,116.60205842763997,a
345.98138359757894,60.79318805711773,a
411.4918594328116,13.859795019875321,a
405.5733873511231,54.26659422448989,a
417.0899312177485,44.43582017682547,a
396.39724345860935,95.06540206286286,a
475.4387855761426,107.44260858229916,a
519.8987501695348,90.7370490004306,a
468.72689139629256,110.40542957711057,a
505.5170769865714,117.32730287256419,a
494.85640247874653,109.27050291614847,a
488.7135229617437,129.75426609095234,a
490.0277732851818,113.57163173809545,a
482.4100917752217,101.80907559610336,a
492.6990169713769,101.27523074708859,a
493.75670566829444,128.09682871101472,a
561.9677303438029,107.54816980962931,a
512.5893242544687,169.48011348402838,a
539.2369050381456,127.81277846201755,a
509.18107436384344,201.71282998663526,a
467.8748419977177,140.24709209524485,a
503.72393314775337,121.95128448617186,a
505.59752609786335,142.2720829464609,a
511.2497841193846,112.71576158714521,a
486.52815757943284,163.01978550082072,a
464.79123866272266,148.00973829059535,a
526.3389571918347,150.061242164656,a
497.0147611716795,123.10408381100791,a
472.277195333601,88.77363929530964,a
536.6942628534869,110.93717525987523,a
537.1392019865526,119.35007593936507,a
524.8987685848157,79.09574967572792,a
465.8123873487756,92.16937603289512,a
491.7827205026812,114.97282515622817,a
456.22149870982065,144.18835121798412,a
459.9274490927243,120.95906926824017,a
509.5144259624243,67.36837394164394,a
473.4913879466296,82.62017011759161,a
439.4391830224248,121.76062297638305,a
456.2074900174955,31.869592370301802,a
449.465546852371,127.99103679962059,a
448.91704075265443,73.25720969516794,a
419.21074892454703,108.37554492410294,a
444.94502428040914,94.71087605341296,a
450.7522920551789,58.634176558002025,a
390.7755562325781,73.5642800894343,a
424.7684190601785,104.75681930703234,a
370.13615127925976,109.0644672071661,a
333.27974968467197,48.292785568780516,a
373.08245668333416,89.33763088353533,a
297.45345702884265,75.86359796576625,a
313.14519234036527,70.20651273044473,a
298.44658819060714,69.67068377524538,a
304.8492412438006,67.30393024054553,a
379.8610238363477,63.60499997700293,a
350.8191392277509,116.27986918267607,a
319.69165662719416,120.9048564396769,a
347.40307409610074,78.35648473661183,a
387.84999704996375,80.7338506566042,a
388.6367789638436,70.57954551686134,a
386.88681330229383,76.90548543646543,a
404.1740680789039,53.741809375588275,a
405.51125307436206,80.2683769677356,a
461.04980417102547,122.33547335491716,a
479.6128495728921,99.6993982564727,a
450.1931266815168,79.89589833249761,a
463.8603094152863,75.61139329101917,a
447.8840930647838,102.29234267649178,a
487.9069529665267,80.39409856473372,a
482.47583528320695,95.20924343108146,a
406.34124474960043,139.1009260279351,a
479.8815452282358,106.88888852836277,a
139.33466518956104,290.24283986711015,a
134.8143687641,331.91507347491313,a
151.5112764522162,307.0445603808075,a
148.34742054212126,305.7192102191102,a
136.09411063879563,284.97979228279496,a
137.55685804165597,324.35878149552946,a
122.1177140010877,263.67377919734156,a
117.52825154167374,266.2440970782954,a
107.33378029231942,244.94072322794756,a
129.66160900391716,281.6317461824051,a
103.57733661322787,283.45093182911876,a
90.20177098187146,280.8160515486759,a
130.8165819673493,278.4623799188964,a
116.60769699364283,285.94456580596454,a
129.19925669413587,271.99479638768395,a
144.22550471824215,327.536963007245,a
99.07451210470342,323.7790932259634,a
154.06652836154686,319.08744659848276,a
134.0321589916797,311.87520114281836,a
175.4092793561104,314.7099810625926,a
197.59442260181748,337.455798731472,a
160.073126984616,360.49864974204615,a
176.0957158154695,389.3822360802036,a
124.02159320329895,384.56232328773524,a
117.87506445261221,403.5447456525529,a
158.920524967409,370.675588080137,a
162.55430617784185,368.382166893093,a
163.52150314975077,397.5794280269108,a
156.992443770291,376.60212168056637,a
120.0634081553092,311.7783615728496,a
132.16451446227677,324.1483327536455,a
115.46265871755394,284.3282978260371,a
111.99329899588689,292.2352443056849,a
68.90616535169383,289.08848716996795,a
65.41739970302999,311.8696891386836,a
132.40186749472807,318.1088561259669,a
97.97257778187786,275.6445527467193,a
33.30502951431914,274.35581310152054,a
91.54715445519355,262.43552576622005,a
91.17092572234502,294.6597278693756,a
60.49649913671655,289.2119248326019,a
130.02240772088595,306.9781254448212,a
130.51387975818238,312.4783264277358,a
164.00323060068735,351.0496651427328,a
158.96931820945363,357.22812503958727,a
146.81899426618978,372.1112607039869,a
219.66525201078508,425.6096635946817,a
213.87059201898006,407.65149855144807,a
220.5994568044632,448.97999357181,a
247.49497810094653,426.8917957885203,a
243.5499405937606,464.21887495416047,a
259.6669192211398,487.7665354720432,a
284.1082590431378,412.7903846424936,a
227.56365137327384,444.35635082811774,a
251.87160292873207,450.8459918160996,a
275.9343471207112,439.5102186823815,a
255.04183449204962,455.9151582894656,a
223.19492176638565,396.2803623425024,a
125.94010838296933,424.2082104183686,a
182.9557813478617,436.9203697550056,a
117.8709092087156,411.98641019873685,a
167.23398024266004,413.62925220949785,a
129.06393555753957,417.6682700650447,a
166.59653886789508,390.88353896832564,a
260.72159907237494,430.2583959402989,a
247.75834658598527,481.4009019674645,a
263.95489045200515,429.7327560025795,a
293.09961933154915,460.2233069348749,a
273.5622802520819,446.6749662466159,a
333.30700141808126,452.740383298486,a
275.3029063484938,456.9887910138842,a
330.6267820489829,451.7299596112133,a
315.8579163226534,477.5546194343887,a
344.8770611474616,454.23983452983117,a
377.5579350400496,485.91821827335406,a
384.02825211916496,439.34208483874215,a
360.4519870710312,443.7018787766891,a
357.9398826255907,468.255614525313,a
303.7599420390757,456.16191795720556,a
333.6987974301239,496.1172646877385,a
315.7559680371117,478.0197387704517,a
307.23194549286694,470.5133009796859,a
313.4518802915203,469.94073127139364,a
229.95710573522285,442.94818914330585,a
285.7630167233098,476.0679143604133,a
248.35298511201893,450.67785789834835,a
327.16286629166075,417.25866674218224,a
287.8309920327273,478.7289440301992,a
314.6027965241019,446.9335298611245,a
352.85401537050404,487.64734753390854,a
390.76184329248906,474.0155661487603,a
402.92883988021197,456.3396310824735,a
377.75389706797375,453.2585258318693,a
376.12464963945524,480.703762121037,a
370.7282907043415,455.2856329395574,a
419.2697321530811,488.7580926186031,a
409.3832872612207,472.98176457987944,a
343.27022876695145,469.00540271830016,a
425.8656219139848,399.6504193431824,a
408.22500446984446,454.98766804432347,a
445.9187663510491,421.21588224010804,a
485.8588076694337,436.7873591084434,a
479.88974304451665,449.6628817489774,a
493.1615591275364,449.79525031821515,a
498.00125195256254,465.1365812328427,a
490.07087249008026,410.1656968829531,a
526.9434116006847,412.77576271945924,a
491.40634138812266,434.01508725434707,a
509.82983913351313,407.845978653943,a
522.0229281822789,390.0665825351348,a
491.9989877553482,435.7084880488381,a
451.81510343664837,453.3057540661757,a
509.5526577177462,406.2263595796621,a
558.170794884305,408.2719120024546,a
537.5891041324157,404.2465901516878,a
536.6833347387054,384.6244259040045,a
503.4816832617236,403.1697739155292,a
435.8951585290689,480.33605334684,a
459.6184211219618,466.4344509498191,a
507.97056309640254,438.0624300180832,a
439.3964367994003,437.37293070931,a
469.416934962144,428.60573051829664,a
77.41798495294312,137.31206148537126,a
113.58474844035987,139.71904953542935,a
101.1547392287406,131.62602445964853,a
164.2007114104913,70.0961934109157,a
154.04065539463147,59.09760520608779,a
143.02032232445296,83.41233678237802,a
192.50510455447585,76.25529747038564,a
102.87729013778932,36.43788300426979,a
231.35592356743217,65.64599842683322,a
149.10632368662928,5.44035527204511,a
129.86887380808417,75.87333387057998,a
156.34976727334225,66.94423236553376,a
130.39432557893895,90.10139519992742,a
196.58647216220348,66.79663805608635,a
128.68846143797057,107.14209063002721,a
140.62870572518557,120.81815209436957,a
177.88328909625682,118.47646476397875,a
109.12359500650851,117.53960945974433,a
123.29907509212843,144.58389968128847,a
79.43633216294091,161.57476572416118,a
146.10139010035218,159.32318508034388,a
111.10270256093507,135.97953004323608,a
126.30814670004958,165.63477925000126,a
79.55051047335675,168.40254797983425,a
143.0335886030073,183.6133764465809,a
135.17253466857431,172.58234650657022,a
105.51907042369756,163.25528684556258,a
308.4753804368105,234.97149295401852,b
327.46299972072984,219.2781763192774,b
304.36862813935375,287.86999622681503,b
257.21315620677547,259.19935898924626,b
362.9480446077666,258.6269012216803,b
332.71949336514126,225.81866053679556,b
374.56850720369545,257.8679514952672,b
362.46643654748317,282.74004983475254,b
383.6964236841108,256.19157007399724,b
348.4734260928158,249.71652976114189,b
369.5560853892973,281.9083308311766,b
358.56295177263235,268.88281853928294,b
445.2088080378811,274.6985997872921,b
395.40581915527036,274.2276788887005,b
420.4909122536875,225.01077152286206,b
377.6082529526911,243.40254265049708,b
413.62944125424946,237.08773630623767,b
388.31405363084264,206.79354340046893,b
408.2819451146481,269.06328981087677,b
316.4894038324662,219.18014484972264,b
320.2529799857278,227.27718116218722,b
270.29823890237543,241.26096394383325,b
333.272688741457,253.41549086830054,b
290.5316465957272,267.23838047079306,b
277.61726902677,247.1151472021535,b
259.3284568199687,234.4258797406771,b
236.55530923272593,234.8382776691284,b
280.4041583720588,248.1850359149908,b
293.61307262461,248.46021472206945,b
619.2435937195496,235.95158164552583,b
642.2148017935439,241.93481934604358,b
651.7984747438677,271.2228362136311,b
662.0419807310009,249.02390117283142,b
678.8436368738753,247.5613203985717,b
713.986902923612,320.65322593594897,b
703.6862550598657,322.43773350404905,b
672.1114623637,321.9585327461027,b
601.1235511638006,207.75274091581508,b
660.1514697654202,211.14277491027968,b
683.290358817641,191.5751862583258,b
698.1152943398635,160.02418823784853,b
641.0738903733114,205.17616389136134,b
679.4683064011216,148.264748315615,b
661.0360250770922,131.02047505713517,b
690.4749674223306,155.3779926825265,b
688.5285977648078,127.08178822730565,b
664.213732699905,159.2698770984552,b
